Model,Train R2,Test R2,RMSE,MAE,CV Mean R2,CV Std
LinearRegression,0.9998712127134166,0.9996580591902251,0.111866486411696,0.07784767089940145,0.999820861908629,6.39459405560818e-05
RandomForestRegressor,0.9978102479947482,0.995655871813991,0.3987271841083031,0.28589795918367406,0.984789070649807,0.014444848182427495
GradientBoostingRegressor,0.9999053165796535,0.9969836051869035,0.3322527791988587,0.23432442576101417,0.9911413761491072,0.008079405366381126
