Model,Train R2,Test R2,RMSE,MAE,CV Mean R2,CV Std
LinearRegression,0.8580429314849872,0.8973374379972432,0.2629190182106777,0.18546260123098438,0.7168942068943294,0.15665269171116222
RandomForestRegressor,0.94589651217412,0.7522347557958289,0.4084474087496277,0.2963877551020406,0.6908068890613694,0.09299817691799897
GradientBoostingRegressor,0.9862841204329486,0.814789713380959,0.353141294548747,0.2735929047627598,0.7171903098345487,0.06898684129998575
