Model,Train R2,Test R2,RMSE,MAE,CV Mean R2,CV Std
LinearRegression,0.9998712127134166,0.9996580591902251,0.11186648641169497,0.07784767089939972,0.999820861908629,6.39459405560818e-05
RandomForestRegressor,0.9977967772482623,0.9955148638695384,0.4051467358266863,0.2775102040816347,0.9848606665159249,0.014502397187302313
GradientBoostingRegressor,0.9999053165796535,0.9972426819683502,0.31766397073068964,0.2289729167203988,0.9908403562932249,0.008403894864667444
