Model,Train R2,Test R2,RMSE,MAE,CV Mean R2,CV Std
LinearRegression,0.7907455808555337,0.7563105707680514,102.68556000762761,77.44472974122769,0.6851659748797208,0.12115240997331217
RandomForestRegressor,0.9775898237365507,0.833760502345432,84.81216302596495,59.95628571428572,0.8154865725028865,0.050524529768142264
GradientBoostingRegressor,0.9944193119009798,0.8962639196037807,66.99709125074604,49.68590262804024,0.833030520045809,0.06904561040298708
